Date,Name,Retail Price,Used Price
01-30-20,GeForce RTX 3070,497,407
01-30-20,GeForce RTX 3070,497,290
01-31-20,GeForce RTX 3070,497,274
01-31-20,GeForce RTX 3070,497,334
01-31-20,GeForce RTX 3070,497,420
01-31-20,GeForce RTX 3070,497,291
01-31-20,GeForce RTX 3070,497,365
02-01-20,GeForce RTX 3070,497,381
02-01-20,GeForce RTX 3070,497,290
02-01-20,GeForce RTX 3070,497,375
02-01-20,GeForce RTX 3070,497,312
02-01-20,GeForce RTX 3070,497,358
02-02-20,GeForce RTX 3070,497,359
02-02-20,GeForce RTX 3070,497,342
02-02-20,GeForce RTX 3070,497,264
02-02-20,GeForce RTX 3070,497,394
02-02-20,GeForce RTX 3070,497,304
02-03-20,GeForce RTX 3070,497,281
02-03-20,GeForce RTX 3070,497,255
02-03-20,GeForce RTX 3070,497,351
02-03-20,GeForce RTX 3070,497,366
02-03-20,GeForce RTX 3070,497,251
02-04-20,GeForce RTX 3070,497,337
02-04-20,GeForce RTX 3070,497,288
02-04-20,GeForce RTX 3070,497,361
02-04-20,GeForce RTX 3070,497,279
02-04-20,GeForce RTX 3070,497,368
02-05-20,GeForce RTX 3070,497,315
02-05-20,GeForce RTX 3070,497,411
02-05-20,GeForce RTX 3070,497,272
02-05-20,GeForce RTX 3070,497,308
02-05-20,GeForce RTX 3070,497,268
02-06-20,GeForce RTX 3070,497,409
02-06-20,GeForce RTX 3070,497,401
02-06-20,GeForce RTX 3070,497,293
02-06-20,GeForce RTX 3070,497,363
02-06-20,GeForce RTX 3070,497,390
02-06-20,GeForce RTX 3070,497,345
02-07-20,GeForce RTX 3070,497,340
02-07-20,GeForce RTX 3070,497,290
02-07-20,GeForce RTX 3070,497,264
02-07-20,GeForce RTX 3070,497,404
02-07-20,GeForce RTX 3070,497,405
02-08-20,GeForce RTX 3070,497,358
02-08-20,GeForce RTX 3070,497,307
02-08-20,GeForce RTX 3070,497,309
02-08-20,GeForce RTX 3070,497,374
02-08-20,GeForce RTX 3070,497,404
02-09-20,GeForce RTX 3070,497,402
02-09-20,GeForce RTX 3070,497,384
02-09-20,GeForce RTX 3070,496,360
02-09-20,GeForce RTX 3070,496,263
02-09-20,GeForce RTX 3070,496,276
02-10-20,GeForce RTX 3070,496,404
02-10-20,GeForce RTX 3070,496,353
02-10-20,GeForce RTX 3070,496,250
02-10-20,GeForce RTX 3070,496,266
02-10-20,GeForce RTX 3070,496,363
02-11-20,GeForce RTX 3070,496,249
02-11-20,GeForce RTX 3070,496,276
02-11-20,GeForce RTX 3070,496,343
02-11-20,GeForce RTX 3070,496,368
02-11-20,GeForce RTX 3070,496,361
02-12-20,GeForce RTX 3070,496,287
02-12-20,GeForce RTX 3070,496,372
02-12-20,GeForce RTX 3070,496,289
02-12-20,GeForce RTX 3070,496,304
02-12-20,GeForce RTX 3070,496,378
02-13-20,GeForce RTX 3070,496,361
02-13-20,GeForce RTX 3070,496,395
02-13-20,GeForce RTX 3070,496,362
02-13-20,GeForce RTX 3070,496,347
02-13-20,GeForce RTX 3070,496,264
02-14-20,GeForce RTX 3070,496,312
02-14-20,GeForce RTX 3070,496,294
02-14-20,GeForce RTX 3070,496,290
02-14-20,GeForce RTX 3070,496,417
02-14-20,GeForce RTX 3070,496,316
02-15-20,GeForce RTX 3070,496,403
02-15-20,GeForce RTX 3070,496,357
02-15-20,GeForce RTX 3070,496,386
02-15-20,GeForce RTX 3070,496,335
02-15-20,GeForce RTX 3070,496,348
02-16-20,GeForce RTX 3070,496,333
02-16-20,GeForce RTX 3070,496,282
02-16-20,GeForce RTX 3070,496,373
02-16-20,GeForce RTX 3070,496,297
02-16-20,GeForce RTX 3070,496,252
02-17-20,GeForce RTX 3070,496,360
02-17-20,GeForce RTX 3070,496,278
02-17-20,GeForce RTX 3070,496,411
02-17-20,GeForce RTX 3070,496,413
02-17-20,GeForce RTX 3070,496,407
02-18-20,GeForce RTX 3070,496,312
02-18-20,GeForce RTX 3070,496,250
02-18-20,GeForce RTX 3070,496,409
02-18-20,GeForce RTX 3070,496,322
02-18-20,GeForce RTX 3070,496,416
02-19-20,GeForce RTX 3070,496,415
02-19-20,GeForce RTX 3070,496,396
02-19-20,GeForce RTX 3070,496,299
02-19-20,GeForce RTX 3070,496,315
02-19-20,GeForce RTX 3070,496,395
02-20-20,GeForce RTX 3070,496,303
02-20-20,GeForce RTX 3070,496,277
02-20-20,GeForce RTX 3070,496,344
02-20-20,GeForce RTX 3070,496,410
02-20-20,GeForce RTX 3070,496,368
02-21-20,GeForce RTX 3070,496,347
02-21-20,GeForce RTX 3070,496,264
02-21-20,GeForce RTX 3070,496,354
02-21-20,GeForce RTX 3070,496,419
02-21-20,GeForce RTX 3070,496,272
02-22-20,GeForce RTX 3070,496,338
02-22-20,GeForce RTX 3070,496,400
02-22-20,GeForce RTX 3070,496,376
02-22-20,GeForce RTX 3070,496,369
02-22-20,GeForce RTX 3070,495,369
02-23-20,GeForce RTX 3070,495,310
02-23-20,GeForce RTX 3070,495,298
02-23-20,GeForce RTX 3070,495,388
02-23-20,GeForce RTX 3070,495,388
02-23-20,GeForce RTX 3070,495,398
02-24-20,GeForce RTX 3070,495,406
02-24-20,GeForce RTX 3070,495,336
02-24-20,GeForce RTX 3070,495,334
02-24-20,GeForce RTX 3070,495,386
02-24-20,GeForce RTX 3070,495,360
02-24-20,GeForce RTX 3070,495,369
02-25-20,GeForce RTX 3070,495,386
02-25-20,GeForce RTX 3070,495,402
02-25-20,GeForce RTX 3070,495,306
02-25-20,GeForce RTX 3070,495,313
02-25-20,GeForce RTX 3070,495,264
02-26-20,GeForce RTX 3070,495,348
02-26-20,GeForce RTX 3070,495,254
02-26-20,GeForce RTX 3070,495,328
02-26-20,GeForce RTX 3070,495,341
02-26-20,GeForce RTX 3070,495,297
02-27-20,GeForce RTX 3070,495,350
02-27-20,GeForce RTX 3070,495,253
02-27-20,GeForce RTX 3070,495,254
02-27-20,GeForce RTX 3070,495,390
02-27-20,GeForce RTX 3070,495,310
02-28-20,GeForce RTX 3070,495,269
02-28-20,GeForce RTX 3070,495,338
02-28-20,GeForce RTX 3070,495,381
02-28-20,GeForce RTX 3070,495,285
02-28-20,GeForce RTX 3070,495,355
02-29-20,GeForce RTX 3070,495,262
02-29-20,GeForce RTX 3070,495,256
02-29-20,GeForce RTX 3070,495,339
02-29-20,GeForce RTX 3070,495,341
02-29-20,GeForce RTX 3070,495,358
03-01-20,GeForce RTX 3070,495,373
03-01-20,GeForce RTX 3070,495,416
03-01-20,GeForce RTX 3070,495,337
03-01-20,GeForce RTX 3070,495,303
03-01-20,GeForce RTX 3070,495,385
03-02-20,GeForce RTX 3070,495,294
03-02-20,GeForce RTX 3070,495,323
03-02-20,GeForce RTX 3070,495,261
03-02-20,GeForce RTX 3070,495,252
03-02-20,GeForce RTX 3070,495,414
03-03-20,GeForce RTX 3070,495,392
03-03-20,GeForce RTX 3070,495,368
03-03-20,GeForce RTX 3070,495,318
03-03-20,GeForce RTX 3070,495,277
03-03-20,GeForce RTX 3070,495,274
03-04-20,GeForce RTX 3070,495,290
03-04-20,GeForce RTX 3070,495,342
03-04-20,GeForce RTX 3070,495,371
03-04-20,GeForce RTX 3070,495,362
03-04-20,GeForce RTX 3070,495,296
03-05-20,GeForce RTX 3070,495,413
03-05-20,GeForce RTX 3070,495,375
03-05-20,GeForce RTX 3070,495,343
03-05-20,GeForce RTX 3070,495,353
03-05-20,GeForce RTX 3070,495,320
03-06-20,GeForce RTX 3070,495,290
03-06-20,GeForce RTX 3070,495,309
03-06-20,GeForce RTX 3070,495,378
03-06-20,GeForce RTX 3070,495,250
03-06-20,GeForce RTX 3070,495,267
03-07-20,GeForce RTX 3070,494,255
03-07-20,GeForce RTX 3070,494,254
03-07-20,GeForce RTX 3070,494,395
03-07-20,GeForce RTX 3070,494,369
03-07-20,GeForce RTX 3070,494,329
03-08-20,GeForce RTX 3070,494,264
03-08-20,GeForce RTX 3070,494,332
03-08-20,GeForce RTX 3070,494,329
03-08-20,GeForce RTX 3070,494,277
03-08-20,GeForce RTX 3070,494,322
03-09-20,GeForce RTX 3070,494,316
03-09-20,GeForce RTX 3070,494,354
03-09-20,GeForce RTX 3070,494,357
03-09-20,GeForce RTX 3070,494,255
03-09-20,GeForce RTX 3070,494,312
03-10-20,GeForce RTX 3070,494,355
03-10-20,GeForce RTX 3070,494,334
03-10-20,GeForce RTX 3070,494,395
03-10-20,GeForce RTX 3070,494,361
03-10-20,GeForce RTX 3070,494,275
03-11-20,GeForce RTX 3070,494,259
03-11-20,GeForce RTX 3070,494,358
03-11-20,GeForce RTX 3070,494,251
03-11-20,GeForce RTX 3070,494,348
03-11-20,GeForce RTX 3070,494,410
03-12-20,GeForce RTX 3070,494,346
03-12-20,GeForce RTX 3070,494,314
03-12-20,GeForce RTX 3070,494,358
03-12-20,GeForce RTX 3070,494,326
03-12-20,GeForce RTX 3070,494,341
03-13-20,GeForce RTX 3070,494,410
03-13-20,GeForce RTX 3070,494,314
03-13-20,GeForce RTX 3070,494,413
03-13-20,GeForce RTX 3070,494,403
03-13-20,GeForce RTX 3070,494,281
03-13-20,GeForce RTX 3070,494,259
03-14-20,GeForce RTX 3070,494,264
03-14-20,GeForce RTX 3070,494,250
03-14-20,GeForce RTX 3070,494,263
03-14-20,GeForce RTX 3070,494,365
03-14-20,GeForce RTX 3070,494,259
03-15-20,GeForce RTX 3070,494,302
03-15-20,GeForce RTX 3070,494,393
03-15-20,GeForce RTX 3070,494,251
03-15-20,GeForce RTX 3070,494,388
03-15-20,GeForce RTX 3070,494,295
03-16-20,GeForce RTX 3070,494,267
03-16-20,GeForce RTX 3070,494,367
03-16-20,GeForce RTX 3070,494,355
03-16-20,GeForce RTX 3070,494,398
03-16-20,GeForce RTX 3070,494,374
03-17-20,GeForce RTX 3070,494,386
03-17-20,GeForce RTX 3070,494,295
03-17-20,GeForce RTX 3070,494,277
03-17-20,GeForce RTX 3070,494,376
03-17-20,GeForce RTX 3070,494,386
03-18-20,GeForce RTX 3070,494,418
03-18-20,GeForce RTX 3070,494,318
03-18-20,GeForce RTX 3070,494,311
03-18-20,GeForce RTX 3070,494,381
03-18-20,GeForce RTX 3070,494,305
03-19-20,GeForce RTX 3070,494,407
03-19-20,GeForce RTX 3070,494,395
03-19-20,GeForce RTX 3070,494,321
03-19-20,GeForce RTX 3070,494,376
03-19-20,GeForce RTX 3070,494,377
03-20-20,GeForce RTX 3070,493,264
03-20-20,GeForce RTX 3070,493,403
03-20-20,GeForce RTX 3070,493,334
03-20-20,GeForce RTX 3070,493,389
03-20-20,GeForce RTX 3070,493,302
03-21-20,GeForce RTX 3070,493,401
03-21-20,GeForce RTX 3070,493,314
03-21-20,GeForce RTX 3070,493,248
03-21-20,GeForce RTX 3070,493,403
03-21-20,GeForce RTX 3070,493,262
03-22-20,GeForce RTX 3070,493,302
03-22-20,GeForce RTX 3070,493,411
03-22-20,GeForce RTX 3070,493,411
03-22-20,GeForce RTX 3070,493,346
03-22-20,GeForce RTX 3070,493,356
03-23-20,GeForce RTX 3070,493,324
03-23-20,GeForce RTX 3070,493,297
03-23-20,GeForce RTX 3070,493,303
03-23-20,GeForce RTX 3070,493,363
03-23-20,GeForce RTX 3070,493,376
03-24-20,GeForce RTX 3070,493,383
03-24-20,GeForce RTX 3070,493,383
03-24-20,GeForce RTX 3070,493,262
03-24-20,GeForce RTX 3070,493,332
03-24-20,GeForce RTX 3070,493,256
03-25-20,GeForce RTX 3070,493,341
03-25-20,GeForce RTX 3070,493,323
03-25-20,GeForce RTX 3070,493,400
03-25-20,GeForce RTX 3070,493,307
03-25-20,GeForce RTX 3070,493,267
03-26-20,GeForce RTX 3070,493,271
03-26-20,GeForce RTX 3070,493,378
03-26-20,GeForce RTX 3070,493,353
03-26-20,GeForce RTX 3070,493,264
03-26-20,GeForce RTX 3070,493,261
03-27-20,GeForce RTX 3070,493,367
03-27-20,GeForce RTX 3070,493,259
03-27-20,GeForce RTX 3070,493,388
03-27-20,GeForce RTX 3070,493,368
03-27-20,GeForce RTX 3070,493,260
03-28-20,GeForce RTX 3070,493,261
03-28-20,GeForce RTX 3070,493,417
03-28-20,GeForce RTX 3070,493,311
03-28-20,GeForce RTX 3070,493,310
03-28-20,GeForce RTX 3070,493,387
03-29-20,GeForce RTX 3070,493,410
03-29-20,GeForce RTX 3070,493,416
03-29-20,GeForce RTX 3070,493,376
03-29-20,GeForce RTX 3070,493,311
03-29-20,GeForce RTX 3070,493,261
03-30-20,GeForce RTX 3070,493,380
03-30-20,GeForce RTX 3070,493,343
03-30-20,GeForce RTX 3070,493,319
03-30-20,GeForce RTX 3070,493,403
03-30-20,GeForce RTX 3070,493,265
03-31-20,GeForce RTX 3070,493,331
03-31-20,GeForce RTX 3070,493,248
03-31-20,GeForce RTX 3070,493,327
03-31-20,GeForce RTX 3070,493,256
03-31-20,GeForce RTX 3070,493,267
03-31-20,GeForce RTX 3070,493,266
04-01-20,GeForce RTX 3070,493,358
04-01-20,GeForce RTX 3070,493,375
04-01-20,GeForce RTX 3070,493,347
04-01-20,GeForce RTX 3070,493,412
04-01-20,GeForce RTX 3070,493,311
04-02-20,GeForce RTX 3070,493,295
04-02-20,GeForce RTX 3070,492,396
04-02-20,GeForce RTX 3070,492,285
04-02-20,GeForce RTX 3070,492,412
04-02-20,GeForce RTX 3070,492,248
04-03-20,GeForce RTX 3070,492,413
04-03-20,GeForce RTX 3070,492,253
04-03-20,GeForce RTX 3070,492,400
04-03-20,GeForce RTX 3070,492,337
04-03-20,GeForce RTX 3070,492,417
04-04-20,GeForce RTX 3070,492,259
04-04-20,GeForce RTX 3070,492,341
04-04-20,GeForce RTX 3070,492,413
04-04-20,GeForce RTX 3070,492,336
04-04-20,GeForce RTX 3070,492,354
04-05-20,GeForce RTX 3070,492,366
04-05-20,GeForce RTX 3070,492,324
04-05-20,GeForce RTX 3070,492,354
04-05-20,GeForce RTX 3070,492,347
04-05-20,GeForce RTX 3070,492,401
04-06-20,GeForce RTX 3070,492,254
04-06-20,GeForce RTX 3070,492,294
04-06-20,GeForce RTX 3070,492,410
04-06-20,GeForce RTX 3070,492,399
04-06-20,GeForce RTX 3070,492,324
04-07-20,GeForce RTX 3070,492,353
04-07-20,GeForce RTX 3070,492,294
04-07-20,GeForce RTX 3070,492,278
04-07-20,GeForce RTX 3070,492,326
04-07-20,GeForce RTX 3070,492,307
04-08-20,GeForce RTX 3070,492,346
04-08-20,GeForce RTX 3070,492,259
04-08-20,GeForce RTX 3070,492,414
04-08-20,GeForce RTX 3070,492,416
04-08-20,GeForce RTX 3070,492,366
04-09-20,GeForce RTX 3070,492,338
04-09-20,GeForce RTX 3070,492,299
04-09-20,GeForce RTX 3070,492,386
04-09-20,GeForce RTX 3070,492,364
04-09-20,GeForce RTX 3070,492,274
04-10-20,GeForce RTX 3070,492,403
04-10-20,GeForce RTX 3070,492,387
04-10-20,GeForce RTX 3070,492,409
04-10-20,GeForce RTX 3070,492,371
04-10-20,GeForce RTX 3070,492,351
04-11-20,GeForce RTX 3070,492,318
04-11-20,GeForce RTX 3070,492,406
04-11-20,GeForce RTX 3070,492,395
04-11-20,GeForce RTX 3070,492,253
04-11-20,GeForce RTX 3070,492,250
04-12-20,GeForce RTX 3070,492,310
04-12-20,GeForce RTX 3070,492,385
04-12-20,GeForce RTX 3070,492,416
04-12-20,GeForce RTX 3070,492,272
04-12-20,GeForce RTX 3070,492,348
04-13-20,GeForce RTX 3070,492,311
04-13-20,GeForce RTX 3070,492,413
04-13-20,GeForce RTX 3070,492,391
04-13-20,GeForce RTX 3070,492,390
04-13-20,GeForce RTX 3070,492,326
04-14-20,GeForce RTX 3070,492,317
04-14-20,GeForce RTX 3070,492,293
04-14-20,GeForce RTX 3070,492,255
04-14-20,GeForce RTX 3070,492,394
04-14-20,GeForce RTX 3070,492,386
04-15-20,GeForce RTX 3070,492,418
04-15-20,GeForce RTX 3070,492,417
04-15-20,GeForce RTX 3070,492,341
04-15-20,GeForce RTX 3070,491,378
04-15-20,GeForce RTX 3070,491,408
04-16-20,GeForce RTX 3070,491,392
04-16-20,GeForce RTX 3070,491,288
04-16-20,GeForce RTX 3070,491,323
04-16-20,GeForce RTX 3070,491,268
04-16-20,GeForce RTX 3070,491,410
04-17-20,GeForce RTX 3070,491,350
04-17-20,GeForce RTX 3070,491,285
04-17-20,GeForce RTX 3070,491,361
04-17-20,GeForce RTX 3070,491,352
04-17-20,GeForce RTX 3070,491,307
04-18-20,GeForce RTX 3070,491,265
04-18-20,GeForce RTX 3070,491,361
04-18-20,GeForce RTX 3070,491,335
04-18-20,GeForce RTX 3070,491,378
04-18-20,GeForce RTX 3070,491,335
04-18-20,GeForce RTX 3070,491,392
04-19-20,GeForce RTX 3070,491,340
04-19-20,GeForce RTX 3070,491,342
04-19-20,GeForce RTX 3070,491,396
04-19-20,GeForce RTX 3070,491,315
04-19-20,GeForce RTX 3070,491,268
04-20-20,GeForce RTX 3070,491,250
04-20-20,GeForce RTX 3070,491,375
04-20-20,GeForce RTX 3070,491,352
04-20-20,GeForce RTX 3070,491,366
04-20-20,GeForce RTX 3070,491,282
04-21-20,GeForce RTX 3070,491,269
04-21-20,GeForce RTX 3070,491,248
04-21-20,GeForce RTX 3070,491,306
04-21-20,GeForce RTX 3070,491,347
04-21-20,GeForce RTX 3070,491,313
04-22-20,GeForce RTX 3070,491,321
04-22-20,GeForce RTX 3070,491,401
04-22-20,GeForce RTX 3070,491,305
04-22-20,GeForce RTX 3070,491,334
04-22-20,GeForce RTX 3070,491,380
04-23-20,GeForce RTX 3070,491,313
04-23-20,GeForce RTX 3070,491,352
04-23-20,GeForce RTX 3070,491,394
04-23-20,GeForce RTX 3070,491,408
04-23-20,GeForce RTX 3070,491,270
04-24-20,GeForce RTX 3070,491,405
04-24-20,GeForce RTX 3070,491,330
04-24-20,GeForce RTX 3070,491,290
04-24-20,GeForce RTX 3070,491,324
04-24-20,GeForce RTX 3070,491,414
04-25-20,GeForce RTX 3070,491,330
04-25-20,GeForce RTX 3070,491,302
04-25-20,GeForce RTX 3070,491,354
04-25-20,GeForce RTX 3070,491,286
04-25-20,GeForce RTX 3070,491,258
04-26-20,GeForce RTX 3070,491,267
04-26-20,GeForce RTX 3070,491,267
04-26-20,GeForce RTX 3070,491,271
04-26-20,GeForce RTX 3070,491,269
04-26-20,GeForce RTX 3070,491,355
04-27-20,GeForce RTX 3070,491,276
04-27-20,GeForce RTX 3070,491,304
04-27-20,GeForce RTX 3070,491,399
04-27-20,GeForce RTX 3070,491,326
04-27-20,GeForce RTX 3070,491,360
04-28-20,GeForce RTX 3070,491,275
04-28-20,GeForce RTX 3070,491,278
04-28-20,GeForce RTX 3070,491,252
04-28-20,GeForce RTX 3070,490,274
04-28-20,GeForce RTX 3070,490,293
04-29-20,GeForce RTX 3070,490,275
04-29-20,GeForce RTX 3070,490,260
04-29-20,GeForce RTX 3070,490,266
04-29-20,GeForce RTX 3070,490,324
04-29-20,GeForce RTX 3070,490,280
04-30-20,GeForce RTX 3070,490,308
04-30-20,GeForce RTX 3070,490,331
04-30-20,GeForce RTX 3070,490,364
04-30-20,GeForce RTX 3070,490,252
04-30-20,GeForce RTX 3070,490,382
05-01-20,GeForce RTX 3070,490,353
05-01-20,GeForce RTX 3070,490,259
05-01-20,GeForce RTX 3070,490,395
05-01-20,GeForce RTX 3070,490,403
05-01-20,GeForce RTX 3070,490,255
05-02-20,GeForce RTX 3070,490,292
05-02-20,GeForce RTX 3070,490,383
05-02-20,GeForce RTX 3070,490,373
05-02-20,GeForce RTX 3070,490,277
05-02-20,GeForce RTX 3070,490,281
05-03-20,GeForce RTX 3070,490,308
05-03-20,GeForce RTX 3070,490,328
05-03-20,GeForce RTX 3070,490,351
05-03-20,GeForce RTX 3070,490,308
05-03-20,GeForce RTX 3070,490,324
05-04-20,GeForce RTX 3070,490,373
05-04-20,GeForce RTX 3070,490,251
05-04-20,GeForce RTX 3070,490,288
05-04-20,GeForce RTX 3070,490,367
05-04-20,GeForce RTX 3070,490,398
05-05-20,GeForce RTX 3070,490,333
05-05-20,GeForce RTX 3070,490,336
05-05-20,GeForce RTX 3070,490,263
05-05-20,GeForce RTX 3070,490,322
05-05-20,GeForce RTX 3070,490,336
05-06-20,GeForce RTX 3070,490,286
05-06-20,GeForce RTX 3070,490,291
05-06-20,GeForce RTX 3070,490,309
05-06-20,GeForce RTX 3070,490,248
05-06-20,GeForce RTX 3070,490,300
05-07-20,GeForce RTX 3070,490,281
05-07-20,GeForce RTX 3070,490,301
05-07-20,GeForce RTX 3070,490,265
05-07-20,GeForce RTX 3070,490,397
05-07-20,GeForce RTX 3070,490,347
05-07-20,GeForce RTX 3070,490,361
05-08-20,GeForce RTX 3070,490,380
05-08-20,GeForce RTX 3070,490,330
05-08-20,GeForce RTX 3070,490,260
05-08-20,GeForce RTX 3070,490,337
05-08-20,GeForce RTX 3070,490,345
05-09-20,GeForce RTX 3070,490,372
05-09-20,GeForce RTX 3070,490,319
05-09-20,GeForce RTX 3070,490,266
05-09-20,GeForce RTX 3070,490,293
05-09-20,GeForce RTX 3070,490,307
05-10-20,GeForce RTX 3070,490,355
05-10-20,GeForce RTX 3070,490,342
05-10-20,GeForce RTX 3070,490,306
05-10-20,GeForce RTX 3070,490,414
05-10-20,GeForce RTX 3070,490,348
05-11-20,GeForce RTX 3070,490,285
05-11-20,GeForce RTX 3070,490,262
